peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
60.14,1.61,V,29,0,0,2,0,3,0,N,2,3,4
54.2,1.63,M,52,0,20,3,0,8,0,N,1,1,1
85.25,1.7,V,64,0,7,7,6,10,0,N,1,1,2
88.16,1.72,M,41,20,0,2,0,1,0,N,0,1,0
68.24,1.73,V,20,0,0,2,4,1,0,N,3,4,3
68.4,1.58,M,34,0,2,4,0,4,0,N,0,2,2
91.76,1.83,V,28,0,6,1,1,8,0,N,1,2,1
61.62,1.83,V,34,0,11,0,0,0,0,S,0,2,3
100,1.71,M,33,0,0,0,30,15,0,N,1,0,0
78.32,1.7,V,29,0,10,0,24,15,0,N,1,2,1
58.66,1.73,V,38,0,6,6,0,0,0,N,2,4,3
105.67,1.82,V,42,0,8,4,1,15,0,N,0,0,0
77.79,1.75,V,27,0,0,1,0,0,3,N,0,2,3
73.96,1.72,M,64,0,4,1,0,3,0,N,2,3,3
79.14,1.79,V,35,0,0,0,3,0,0,N,1,2,3
72.96,1.6,M,38,0,0,1,0,5,1,N,1,3,3
60.55,1.69,M,47,0,9,1,2,0,0,N,1,2,3
85.49,1.65,M,52,0,0,0,10,4,0,N,1,1,0
100.21,1.74,M,33,80,0,0,0,0,0,N,0,1,1
96.37,1.73,V,55,0,0,0,25,10,0,N,0,1,1
47.53,1.59,M,60,0,13,4,2,0,0,N,1,2,2
62.54,1.56,M,23,0,1,2,4,6,0,N,3,4,4
73.1,1.76,V,42,0,6,5,14,1,0,N,1,3,2
79.3,1.76,V,63,20,2,1,3,0,0,N,1,2,2
65.69,1.69,M,47,0,13,7,0,0,0,N,0,0,0
71.77,1.79,V,38,0,13,5,11,10,0,N,1,2,2
111.56,1.67,M,52,160,0,0,1,7,1,N,0,0,0
95.07,1.74,V,46,0,0,4,0,0,0,N,0,0,0
62.47,1.61,M,46,0,2,0,0,1,0,N,2,3,4
77.52,1.73,M,42,0,0,0,0,0,0,N,1,2,3
99.63,1.77,V,51,80,0,0,9,0,0,N,0,1,0
80.23,1.76,V,46,0,11,0,18,11,0,N,0,0,1
91.69,1.76,V,44,0,0,4,9,9,3,N,1,3,3
102.93,1.71,V,31,200,0,2,0,1,1,N,2,4,3
80.74,1.79,V,42,0,0,0,0,4,0,N,3,4,4
56.39,1.77,V,25,60,24,0,0,8,0,N,2,3,4
77.31,1.78,V,60,0,0,4,7,0,0,N,1,4,3
45.05,1.52,M,39,0,11,4,3,2,0,N,2,3,2
65.2,1.68,M,28,30,0,3,1,0,0,N,3,4,4
59.52,1.66,M,77,0,14,0,5,0,0,N,0,0,0
75.17,1.8,V,37,20,8,0,0,2,0,N,2,3,4
82.67,1.66,M,41,0,8,0,17,25,0,N,2,3,4
58.36,1.73,M,32,0,22,5,8,13,0,N,1,2,0
70.14,1.6,M,46,10,5,0,0,12,0,S,2,4,3
73.63,1.73,V,38,0,9,2,0,16,0,N,3,4,4
88.13,1.67,M,46,130,0,2,22,2,0,N,0,2,2
73.91,1.67,V,18,0,0,1,10,8,1,N,1,2,2
95.72,1.76,V,41,0,0,0,11,9,0,N,1,1,2
83.5,1.73,M,28,0,0,0,20,5,0,N,0,1,1
84.6,1.66,M,53,110,0,0,17,4,0,N,2,4,4
69.59,1.71,M,43,0,10,0,7,0,0,N,1,0,0
84.91,1.72,M,27,0,0,4,6,5,0,N,1,2,0
89.35,1.78,V,60,0,4,4,12,7,0,N,1,3,1
78.66,1.71,V,32,0,0,6,4,7,0,S,2,3,2
72.35,1.64,M,69,0,3,4,12,9,0,N,2,4,4
55.12,1.75,V,67,0,20,2,7,0,0,N,0,2,2
85.24,1.68,V,26,0,0,0,10,0,3,N,1,0,1
82.39,1.66,M,22,70,0,1,1,0,2,N,2,1,1
78.26,1.78,V,43,0,4,4,0,3,0,N,1,2,1
82.94,1.7,V,46,10,0,5,11,0,0,N,1,1,0
80.9,1.6,M,42,50,7,2,28,12,0,N,0,1,1
57.8,1.61,M,54,0,6,2,6,0,0,N,2,3,4
56.94,1.57,M,54,30,7,4,0,0,0,S,3,3,3
94.46,1.74,V,18,30,3,3,21,16,0,N,0,3,4
66.41,1.66,M,47,30,0,4,8,0,1,N,3,4,4
82.13,1.68,V,41,160,10,1,1,3,0,N,2,3,3
79.03,1.68,M,32,30,0,2,0,1,NA,N,2,3,2
71.12,1.68,V,39,0,7,0,0,7,0,N,1,2,2
78.37,1.71,V,22,0,0,0,0,7,0,N,2,2,3
60.11,1.7,V,49,0,14,5,0,0,0,N,1,1,2
54.47,1.57,M,57,0,11,2,1,3,0,S,1,2,0
49.55,1.59,M,25,0,15,0,0,2,0,N,0,2,1
82.7,1.78,V,35,0,5,0,0,0,0,N,0,0,0
86.81,1.78,V,50,0,0,4,0,4,0,N,1,4,4
99.61,1.74,V,31,0,0,2,17,15,0,N,0,2,2
68.63,1.72,M,23,0,9,2,18,7,0,N,0,2,2
66.76,1.7,M,27,0,0,1,6,3,0,S,2,4,4
71.65,1.66,M,48,0,0,0,0,0,0,N,2,2,3
67.51,1.64,M,36,0,0,0,14,5,0,N,1,4,4
79.13,1.59,M,43,120,9,0,9,10,0,N,0,1,1
78.9,1.7,V,19,0,3,7,0,4,0,N,0,1,1
58.64,1.8,V,18,50,16,2,0,3,0,N,1,3,3
100.17,1.63,M,30,110,0,4,3,3,0,N,0,0,0
70.4,1.6,M,42,0,0,0,0,0,0,N,1,1,1
90.46,1.61,M,40,90,0,2,28,14,0,N,2,2,1
74.83,1.69,M,42,0,0,1,0,2,0,N,0,2,4
95.58,1.8,V,43,0,6,0,0,3,0,N,1,0,0
76.9,1.71,V,47,0,11,0,12,20,0,N,2,3,4
64.56,1.62,M,37,0,6,1,18,13,0,N,2,3,2
84.28,1.77,V,26,0,3,0,12,8,0,N,2,2,1
66.97,1.65,M,46,0,0,4,0,0,1,N,1,4,3
87.45,1.78,V,46,0,0,6,5,3,0,N,1,3,1
64.12,1.76,V,29,0,4,0,0,1,0,N,2,4,4
72.79,1.67,V,28,0,0,4,0,0,0,N,0,2,1
69.16,1.67,M,64,0,7,2,15,9,0,N,2,4,4
68.78,1.7,M,51,0,6,0,5,4,0,N,2,2,1
87.35,1.84,V,24,0,5,0,2,0,0,N,0,0,1
66.16,1.63,M,60,20,19,4,0,5,0,N,1,0,0
89.4,1.69,M,64,100,0,3,9,4,0,N,2,4,4
95.26,1.72,M,49,70,0,0,0,9,2,N,2,4,4
86.03,1.65,M,43,0,6,0,9,12,2,N,0,0,0
48.29,1.62,M,18,0,12,0,7,6,0,N,3,4,4
68.58,1.64,M,85,0,5,0,5,1,0,N,2,2,1
74.96,1.76,V,31,0,0,0,0,3,0,N,3,4,3
87.39,1.73,V,43,160,5,9,0,0,1,N,2,4,3
87.92,1.62,M,56,20,0,4,5,7,4,N,1,1,2
64.01,1.64,M,25,0,0,1,0,6,0,N,2,4,4
78.82,1.79,V,41,0,0,6,10,0,0,N,2,2,3
62.42,1.72,V,18,0,16,0,0,3,0,N,0,1,0
57.67,1.79,V,32,0,5,0,19,3,0,S,3,4,4
74.2,1.82,V,42,0,0,5,0,0,0,N,4,4,4
51.83,1.59,M,28,0,5,0,10,0,0,N,1,2,3
64.76,1.66,V,41,0,0,0,9,4,0,N,2,4,4
64.35,1.73,V,36,0,8,0,0,3,4,S,2,4,4
68.72,1.71,V,18,0,0,0,0,0,0,N,4,3,4
72.05,1.59,M,49,20,0,3,15,0,0,N,0,1,1
86.85,1.71,V,37,0,5,3,0,14,0,S,0,1,2
106.15,1.81,V,30,120,0,0,0,6,0,N,2,4,3
94.82,1.69,M,51,0,0,6,10,6,0,N,0,0,1
93.99,1.68,M,46,60,0,0,0,0,5,N,1,1,1
60.35,1.66,M,18,0,10,3,10,4,0,N,0,1,2
70.53,1.59,M,31,0,0,4,8,6,NA,N,1,2,3
101.12,1.59,M,47,260,1,3,0,2,0,N,0,2,3
111.85,1.83,V,18,0,0,0,24,16,0,N,0,1,2
68.3,1.77,V,42,0,6,0,9,5,0,S,2,3,3
68.06,1.65,M,62,0,0,0,0,1,0,N,3,4,4
103.47,1.67,M,79,0,0,1,10,13,0,N,0,0,0
87.09,1.73,V,34,0,0,3,5,2,0,N,2,0,0
93.11,1.65,M,44,80,0,3,2,2,0,N,0,1,1
88.29,1.73,V,40,100,8,1,0,0,0,N,2,2,1
73.41,1.7,V,45,0,2,1,9,10,0,N,3,4,4
67.9,1.58,M,37,0,0,4,0,6,2,N,2,3,3
111.56,1.67,M,52,80,0,0,9,11,0,N,0,0,0
84.28,1.77,V,44,0,1,3,1,0,4,N,1,1,1
91.76,1.83,V,39,0,0,3,6,0,0,N,1,1,0
89.59,1.7,M,43,20,0,1,10,8,0,N,2,2,0
84.02,1.72,M,50,0,2,1,16,14,NA,N,1,3,3
96.83,1.64,M,21,90,0,0,6,2,0,N,0,1,0
64.55,1.64,M,37,0,1,6,11,0,0,N,2,3,2
78.37,1.67,M,46,0,4,0,0,10,0,S,2,2,1
49.6,1.66,M,22,0,15,0,4,3,5,N,1,3,2
78.27,1.64,M,33,0,0,0,0,16,0,N,2,4,4
65.93,1.54,M,18,40,0,1,4,4,0,N,0,2,3
91.41,1.84,V,46,110,8,0,25,4,0,N,1,2,1
55.76,1.76,V,48,0,23,5,0,2,0,N,1,2,2
92.62,1.76,V,18,60,0,5,0,6,2,N,2,2,4
104.84,1.81,V,63,50,0,1,3,4,0,N,1,2,1
67.15,1.58,M,37,0,0,0,0,0,0,N,0,1,0
65.48,1.68,M,44,0,7,0,7,0,0,N,0,1,2
51.75,1.52,M,43,0,12,2,3,0,7,N,0,0,0
71.69,1.69,V,41,50,0,6,6,0,0,N,2,4,4
92.78,1.73,V,44,0,0,4,22,11,NA,N,1,3,1
59.8,1.66,M,18,0,10,8,16,14,0,N,1,4,4
76.33,1.66,M,22,0,0,0,22,10,0,N,1,3,3
76.26,1.75,V,42,0,0,5,7,0,0,N,2,3,3
90.23,1.77,V,27,0,0,2,17,3,0,N,0,1,2
74.27,1.71,V,43,0,0,1,18,3,0,N,2,3,4
55.64,1.62,M,43,30,17,6,14,9,4,N,2,2,0
82.36,1.7,M,24,0,3,3,7,4,0,N,1,1,0
77.75,1.76,V,25,40,6,1,14,8,0,N,2,2,3
90.35,1.71,V,46,30,0,3,0,1,0,N,0,1,0
80.24,1.63,M,44,0,0,1,14,10,0,N,2,3,2
69.3,1.71,M,37,0,4,0,3,0,1,N,1,2,3
66.7,1.64,M,28,0,0,0,10,5,0,S,2,4,2
61.61,1.85,V,38,0,12,3,7,0,0,N,2,2,2
73.57,1.66,M,44,70,4,0,0,0,0,S,2,3,2
65.22,1.59,M,44,0,0,0,2,0,0,S,0,2,1
60.93,1.6,M,26,0,0,6,5,0,0,N,0,2,4
79.93,1.74,V,53,0,3,2,0,8,0,N,2,3,4
73.69,1.69,V,48,0,0,3,0,5,0,N,3,4,3
78.08,1.8,V,60,0,5,0,5,5,0,N,2,3,4
74.26,1.69,V,92,0,0,2,0,0,0,N,2,3,4
73.1,1.61,M,40,40,0,0,2,0,0,N,1,3,1
67.71,1.62,M,46,0,0,0,0,0,0,N,1,2,3
71.12,1.62,M,58,30,1,0,1,0,0,N,1,3,3
87.57,1.72,V,42,0,2,4,10,4,0,N,0,0,0
71.54,1.64,M,37,0,6,6,0,0,0,N,0,0,1
71.75,1.74,V,34,0,4,0,10,9,0,N,2,4,4
52.84,1.59,M,28,0,4,1,4,0,0,N,1,3,4
75.5,1.66,V,45,0,0,0,8,3,0,N,0,2,2
67.22,1.63,M,38,0,9,0,2,11,0,N,2,2,1
54.45,1.65,M,39,0,15,6,0,0,0,N,1,0,0
85.49,1.65,M,103,50,0,0,0,0,0,N,2,2,2
98.05,1.79,V,18,0,0,0,14,17,0,N,1,2,2
81.75,1.74,V,45,0,0,4,0,0,2,N,1,2,0
87.35,1.76,V,41,0,0,8,0,0,0,N,1,2,2
89.21,1.76,V,45,0,0,1,0,4,0,N,1,3,2
82.84,1.64,M,39,60,4,2,9,5,0,N,2,1,0
78.46,1.68,M,25,0,0,1,10,6,0,N,0,1,2
83.65,1.77,V,30,0,1,3,4,4,3,N,1,2,2
80.72,1.68,V,20,10,0,0,5,9,0,N,2,3,4
72.79,1.67,V,41,0,0,4,1,0,0,N,0,2,2
71.4,1.58,M,60,0,0,0,9,0,0,N,1,0,0
64.74,1.76,V,28,0,0,2,0,0,0,N,2,4,4
68.34,1.72,M,30,0,0,2,1,0,3,N,3,4,4
79.88,1.72,V,60,0,0,1,0,1,0,N,1,3,3
55.76,1.76,V,33,0,16,2,1,0,0,N,2,3,3
65.09,1.62,M,44,0,0,1,5,0,0,N,1,3,2
67.75,1.63,M,34,0,0,0,0,0,0,N,0,2,2
77.43,1.66,M,51,0,0,2,0,0,0,N,1,1,0
100.03,1.66,M,51,140,0,6,0,0,0,N,0,2,3
79.4,1.69,M,30,0,0,2,11,2,3,N,1,1,0
95.37,1.74,V,70,0,0,0,13,1,0,N,0,0,1
53.87,1.73,V,21,0,18,7,4,1,4,N,3,4,4
57.67,1.58,M,20,0,6,5,0,0,0,N,2,2,2
92.01,1.72,M,56,0,0,4,14,6,0,N,1,1,0
104.15,1.83,V,39,0,0,0,5,2,0,N,0,0,0
68.23,1.62,M,38,0,13,0,11,11,0,N,0,1,0
82.22,1.65,M,28,0,0,0,0,0,1,N,1,0,0
70.44,1.75,V,44,0,8,1,0,1,0,N,1,2,0
89.83,1.76,V,47,0,0,2,4,2,0,N,1,1,0
89.59,1.7,V,30,110,2,0,1,2,3,S,2,3,2
67.17,1.56,M,42,0,0,0,11,5,0,N,1,3,4
104.34,1.82,V,62,0,7,1,16,14,0,N,0,0,0
105.61,1.72,V,32,160,0,0,5,9,0,N,2,3,4
67.5,1.59,M,28,100,5,0,0,1,0,N,2,3,3
57.67,1.79,V,47,30,14,2,4,0,0,N,2,4,4
85.86,1.8,V,45,0,0,0,1,1,0,N,1,2,3
68.87,1.68,V,48,0,5,0,23,10,0,N,3,3,3
64.8,1.61,M,36,0,0,5,3,1,0,N,3,4,3
89.4,1.69,V,30,50,0,0,10,0,0,N,1,1,2
118.34,1.72,V,19,250,0,1,18,7,0,S,1,1,1
62.44,1.63,M,56,0,1,0,0,0,0,N,1,4,3
72.75,1.66,V,18,0,0,0,8,1,0,N,1,1,1
74.78,1.74,V,20,110,10,0,0,0,0,N,1,3,3
61.65,1.73,V,20,30,10,0,15,3,0,N,1,2,2
59.9,1.6,M,25,0,0,0,18,0,0,N,2,3,4
73.91,1.67,M,18,50,11,7,0,3,0,N,0,0,0
74.8,1.62,V,61,0,1,0,0,0,0,N,0,2,1
53.87,1.73,M,32,0,12,3,0,0,0,N,4,4,4
77.45,1.7,V,45,0,1,3,5,3,0,N,1,2,1
97,1.66,M,33,0,0,0,24,21,2,N,0,2,2
55.26,1.54,M,39,0,0,5,0,2,0,N,2,3,4
52.63,1.71,V,34,0,9,0,0,1,0,N,2,4,4
89.75,1.83,V,44,0,0,1,18,9,0,N,3,4,3
78.37,1.71,V,50,0,0,0,18,1,0,N,1,2,1
71.48,1.57,M,56,0,0,3,14,0,0,N,0,2,0
81,1.71,M,30,0,2,3,23,4,0,N,0,1,3
55.76,1.76,V,36,0,14,0,0,0,0,N,1,3,1
77.59,1.65,M,28,20,0,0,8,5,0,N,0,1,0
59.12,1.67,M,27,0,2,1,12,2,0,N,3,3,3
81.57,1.68,M,18,0,2,8,0,9,4,N,1,1,2
69.08,1.63,M,47,0,0,7,9,5,0,S,1,3,3
66.3,1.74,M,41,0,7,2,0,6,0,N,2,4,4
87.86,1.72,V,33,40,6,3,8,4,0,N,0,0,0
66.24,1.59,M,42,0,0,2,0,0,0,N,2,2,2
66.61,1.68,M,48,0,3,9,0,1,0,N,2,3,1
58.97,1.81,V,58,0,24,0,1,0,0,N,1,3,4
82.46,1.71,V,49,0,1,6,0,2,0,N,2,2,3
97.9,1.88,V,31,0,0,5,10,1,0,N,1,0,0
63.19,1.76,V,37,0,7,2,0,0,5,N,2,3,4
72.54,1.68,V,25,0,0,0,9,0,0,N,1,2,2
100.76,1.75,V,33,160,7,1,0,0,0,N,0,1,0
46.08,1.6,M,58,30,23,0,4,1,0,N,2,3,4
96.88,1.74,V,58,0,0,2,8,9,1,N,0,2,2
71.42,1.6,M,24,40,0,0,0,2,0,N,2,2,1
79.88,1.72,V,29,0,0,1,11,3,0,N,1,1,2
76.83,1.69,M,31,0,0,0,1,0,0,N,0,1,2
61.53,1.68,M,22,10,0,4,0,0,0,N,2,4,3
58.91,1.57,M,51,20,13,1,0,0,0,N,1,0,1
128.16,1.79,V,68,200,6,1,12,8,2,N,0,0,0
62.21,1.61,M,53,0,5,5,0,0,0,N,0,1,1
76.9,1.57,M,35,90,0,2,0,0,0,N,1,2,2
65.36,1.76,V,29,0,5,2,8,0,0,N,0,3,4
68.06,1.65,M,32,0,5,0,0,0,0,N,0,0,2
68.02,1.63,M,18,0,0,0,5,7,0,N,2,4,2
65.31,1.66,M,36,0,0,6,0,0,0,N,2,4,4
92.78,1.73,V,44,0,0,3,6,6,7,N,1,1,0
96.32,1.78,V,54,0,0,2,12,11,0,N,1,3,3
76.05,1.66,M,49,40,0,0,0,2,4,N,2,4,3
49.6,1.66,M,48,40,24,3,1,2,0,N,3,4,4
71.53,1.73,V,41,0,1,4,17,7,0,N,2,4,4
92.25,1.64,V,37,0,0,2,13,19,0,N,0,2,2
79.59,1.68,M,26,30,0,1,10,9,0,N,2,3,3
60.26,1.69,V,25,0,16,6,0,0,0,N,0,0,0
71.55,1.82,V,50,0,14,3,0,0,0,N,0,0,2
86.19,1.79,V,31,0,0,3,11,3,0,N,2,2,0
86.49,1.81,V,70,0,2,0,3,0,0,N,2,1,0
76.62,1.73,V,43,30,6,0,1,0,0,N,1,2,1
81.16,1.75,V,18,0,4,3,13,14,0,N,2,3,2
80.87,1.61,M,56,0,0,1,0,0,0,N,0,1,1
89.4,1.69,M,23,40,0,0,0,7,0,N,0,2,2
81.38,1.83,V,18,0,0,3,0,0,0,N,2,3,1
92.99,1.71,M,35,60,0,0,0,4,0,N,1,2,2
90.45,1.76,V,50,0,0,3,7,1,0,N,0,0,1
109.35,1.76,V,38,120,0,0,12,6,0,N,2,2,1
55.53,1.63,M,58,0,3,5,0,1,0,N,4,4,4
83.4,1.69,M,37,0,2,0,11,5,0,N,1,0,0
81.95,1.65,M,74,0,0,0,0,10,0,N,4,3,4
80.19,1.66,V,24,30,0,0,2,4,2,N,1,2,2
74.48,1.74,V,55,30,6,2,0,2,0,N,1,4,3
98.09,1.74,V,37,90,0,0,1,0,0,N,1,2,3
45.51,1.59,M,32,0,20,6,0,0,0,N,1,2,1
52.63,1.71,M,45,0,31,2,0,0,0,N,2,2,2
82.96,1.74,V,76,0,4,0,6,2,0,N,1,2,1
93.96,1.8,V,53,0,0,3,0,4,0,N,1,3,2
76.25,1.63,M,58,0,0,0,10,4,0,N,1,2,3
59.82,1.7,V,26,0,0,0,0,0,0,N,2,4,3
74.26,1.72,V,46,0,0,0,0,0,0,N,2,3,4
84.67,1.68,M,51,0,1,1,18,10,0,N,1,2,0
76.61,1.71,V,32,100,14,0,6,5,0,N,0,1,1
82.41,1.62,V,33,110,0,0,11,3,3,N,1,3,2
78.72,1.74,V,34,0,1,0,0,4,0,N,1,2,3
73.22,1.62,M,44,0,0,9,0,1,0,N,0,1,1
89.21,1.76,V,51,0,0,3,0,0,0,S,0,1,1
98.61,1.58,M,50,150,0,0,0,0,0,N,0,0,0
80.23,1.76,V,33,0,17,3,21,15,0,N,0,0,0
94.35,1.81,V,30,0,0,0,10,4,0,N,0,1,1
89.97,1.69,M,29,30,0,3,6,6,0,N,0,1,3
47.82,1.63,M,26,0,18,1,8,4,0,N,1,2,2
78.5,1.82,V,44,0,0,4,5,0,0,N,2,4,4
65.2,1.68,M,39,0,0,0,4,2,0,N,2,4,4
72.27,1.63,M,51,0,4,0,15,6,0,N,1,2,3
87.39,1.73,V,37,0,2,0,9,5,0,N,1,1,1
108.22,1.8,V,35,0,0,0,9,14,0,N,1,2,3
74.13,1.66,M,39,50,4,1,10,0,0,N,1,2,4
96.39,1.82,V,51,0,0,0,0,0,4,N,0,1,1
101.96,1.69,M,27,90,0,6,2,11,0,N,1,3,4
91.71,1.72,V,56,30,0,6,0,3,0,N,2,2,3
73.06,1.81,V,35,0,3,0,10,0,0,N,1,2,3
106.27,1.75,V,46,0,0,0,0,9,0,N,0,0,1
97.59,1.78,V,40,0,0,0,4,4,0,N,1,0,0
64.16,1.58,M,42,30,0,0,0,0,0,N,2,4,3
54.1,1.67,V,18,0,8,0,0,0,0,N,2,3,2
89.77,1.82,V,27,0,0,0,0,1,4,S,3,3,3
58.1,1.64,M,41,0,9,6,0,2,0,S,3,3,4
95.16,1.79,V,62,0,0,9,0,7,0,N,2,3,1
50.8,1.68,M,18,0,16,5,0,3,0,N,1,3,4
86.12,1.82,V,19,80,0,0,0,0,0,N,2,4,3
71.12,1.67,M,23,0,0,0,15,5,0,N,1,3,3
83.65,1.77,V,30,0,0,0,13,5,0,N,1,3,3
131.04,1.81,V,55,160,0,0,21,16,0,N,1,3,3
62.13,1.72,M,48,0,10,0,15,3,0,N,2,3,1
62.4,1.64,M,39,0,0,0,0,0,0,N,2,4,4
98.85,1.78,V,59,40,0,1,2,1,0,N,0,1,0
65.9,1.78,V,40,0,4,3,0,0,0,N,1,3,3
73.91,1.67,M,30,0,8,0,3,7,0,N,0,1,1
90.02,1.62,M,65,70,0,0,0,0,0,N,2,1,1
92.06,1.81,V,58,0,0,2,10,6,0,N,3,3,1
77.16,1.7,V,62,60,0,0,11,0,0,N,2,4,3
123.57,1.83,V,33,150,0,0,16,5,0,N,1,2,1
67.51,1.64,M,41,0,0,3,0,0,0,N,1,2,3
48.41,1.64,M,25,0,14,0,4,4,0,N,3,4,3
75.58,1.67,V,32,0,0,0,14,4,0,N,2,3,3
88.97,1.77,V,26,0,0,0,8,3,4,N,1,1,0
84.56,1.76,V,24,0,13,5,10,16,0,N,1,1,2
57.92,1.56,M,27,0,0,1,0,0,0,N,2,3,2
70.49,1.79,V,37,0,4,2,2,0,0,N,1,3,4
80.5,1.63,M,40,0,4,3,1,5,0,N,1,0,0
64.25,1.56,M,44,20,0,5,4,4,0,N,4,4,3
69.63,1.6,M,44,0,0,0,0,0,2,N,1,2,1
64.77,1.6,M,32,0,0,0,0,0,0,N,1,3,3
60.93,1.6,M,55,10,0,4,0,0,0,N,2,4,4
62.44,1.63,M,34,0,0,0,6,0,0,N,2,4,3
63.69,1.69,M,26,30,3,0,5,1,3,N,2,4,2
113.43,1.78,V,32,0,0,0,19,14,5,N,1,0,1
72.32,1.61,M,37,40,0,3,3,7,3,N,3,4,4
89.37,1.58,M,30,70,0,0,4,8,2,N,0,1,0
85.29,1.57,M,52,40,0,0,13,14,0,N,2,3,2
55.76,1.76,V,33,0,25,0,0,0,0,N,2,4,4
60.83,1.69,M,65,0,6,0,8,0,0,S,3,4,4
84.94,1.65,M,56,0,2,0,22,9,0,N,1,1,0
90.35,1.71,M,22,40,1,0,1,0,0,N,1,1,1
47.82,1.63,M,52,0,12,1,9,0,0,N,2,3,4
61.67,1.62,M,31,10,0,6,0,0,0,N,1,4,4
73.69,1.69,M,28,0,10,4,0,3,0,N,0,0,0
57.72,1.65,M,47,0,8,1,0,1,0,N,2,3,3
72.54,1.7,V,48,0,0,3,4,1,0,N,1,3,3
118.34,1.72,V,61,170,2,0,14,15,0,N,0,2,4
78.68,1.65,M,55,0,0,6,1,0,2,N,1,1,1
72.69,1.65,M,19,0,4,6,16,2,0,N,1,0,1
78.07,1.71,M,48,70,0,6,0,0,0,N,1,3,2
47.36,1.6,M,43,0,8,7,0,0,0,N,1,3,4
72.56,1.85,V,27,0,12,2,0,0,0,S,0,1,1
58.65,1.56,M,22,0,0,0,0,0,0,N,2,3,3
70.82,1.56,M,18,80,0,3,0,0,0,N,1,3,2
60.88,1.79,V,24,0,10,4,0,0,0,S,1,3,2
75.95,1.61,M,39,0,0,3,2,13,0,N,2,3,2
55.76,1.76,V,18,0,12,0,6,1,0,N,2,4,4
86.65,1.68,M,35,10,0,1,10,2,0,N,0,0,2
100.2,1.68,V,45,110,0,4,0,0,10,N,1,0,0
56.94,1.55,M,28,0,2,8,4,4,0,N,2,4,2
113.75,1.79,V,77,20,0,1,7,9,0,N,0,0,1
69.44,1.67,V,30,0,0,0,18,4,0,N,2,2,1
80.36,1.61,M,43,0,0,0,8,7,0,N,0,1,2
79.91,1.66,V,51,0,0,0,0,0,0,N,0,1,0
89.42,1.75,V,44,20,0,2,9,0,0,N,1,1,1
69.69,1.69,M,37,0,0,2,0,7,0,N,3,4,4
114.24,1.69,M,19,100,0,0,14,19,0,N,1,0,0
80.04,1.67,V,19,0,0,0,10,8,0,N,1,2,1
75.26,1.6,M,33,0,0,0,3,4,0,N,2,2,1
77.72,1.53,M,32,110,5,8,2,3,0,N,1,0,0
61.26,1.65,M,45,30,9,0,12,4,0,N,1,2,4
77.31,1.78,V,58,0,8,2,0,2,0,N,1,1,1
72.48,1.76,V,45,0,0,5,0,0,0,N,2,4,4
82.38,1.75,V,18,0,0,0,15,7,0,N,3,3,3
89.91,1.77,M,58,0,0,3,21,12,0,N,3,3,4
47.87,1.6,M,71,0,16,4,1,0,0,N,0,2,4
75.43,1.57,M,48,0,0,5,4,5,0,N,1,1,0
51.07,1.59,M,66,0,15,0,26,12,2,N,2,3,2
59.83,1.68,M,37,0,11,0,9,5,0,N,3,2,2
97.12,1.77,V,41,0,0,3,0,14,4,N,2,3,4
72.81,1.71,V,33,40,2,6,0,0,0,N,1,2,2
53.69,1.69,V,31,0,7,0,0,0,0,N,2,4,4
58.52,1.62,M,18,120,21,2,0,4,0,N,1,2,2
69.81,1.62,M,47,0,3,2,3,0,0,N,0,2,2
62.55,1.66,M,24,0,3,0,8,0,0,N,1,2,4
85.38,1.71,V,51,0,5,6,15,14,6,N,1,1,0
82.23,1.81,V,18,0,0,11,0,0,0,N,1,3,2
92.78,1.73,V,48,0,0,1,25,11,0,N,1,1,1
122.36,1.76,V,27,200,0,6,0,0,3,N,1,1,1
74.46,1.67,M,30,0,3,0,6,0,0,N,1,1,2
67.79,1.65,M,38,0,0,0,1,0,0,N,2,2,3
62.09,1.68,M,22,0,0,3,8,0,0,N,1,4,4
79.4,1.69,V,47,0,0,0,0,0,0,N,1,1,2
94.16,1.74,V,28,0,0,0,7,4,0,N,0,0,0
67.74,1.68,M,18,0,0,2,0,0,0,N,1,3,2
72.96,1.62,M,68,0,2,5,0,0,0,N,1,1,0
74.34,1.76,V,45,0,6,1,0,0,0,N,2,2,4
77.52,1.73,V,47,60,8,0,0,2,0,N,3,4,3
76.49,1.68,V,55,0,5,2,0,4,0,N,1,2,3
58.32,1.61,M,32,0,3,0,2,0,0,N,1,3,3
91.66,1.63,M,33,0,3,3,40,19,0,N,0,0,0
85.97,1.69,V,54,40,0,0,0,0,0,N,1,2,0
69.47,1.61,M,18,30,4,2,0,0,0,N,1,1,1
91.48,1.77,V,39,0,2,0,2,4,0,N,2,2,2
88.43,1.79,V,38,0,1,0,5,5,0,N,2,2,0
81.85,1.68,V,48,0,0,0,1,4,0,N,1,2,2
59.04,1.74,V,25,0,12,0,0,0,0,N,2,2,0
78.68,1.76,V,26,30,4,1,2,0,0,N,1,2,2
104.56,1.78,V,47,0,0,0,13,5,4,S,0,1,2
72.58,1.75,V,21,0,5,6,1,0,0,N,0,1,3
77.86,1.65,M,49,110,2,0,5,0,0,N,2,4,4
60.98,1.7,M,66,0,8,0,27,7,0,N,1,3,3
97.11,1.69,V,48,0,0,0,3,12,0,N,0,1,0
